hand,timestamp,FC3,FC4,C3,C4,CP3,CP4,FCz,Pz
Left,2025-10-28 18:44:25,"[-51214.418, -52075.562, -52796.43, -52064.902, -51193.7, -51867.223, -52754.676, -52244.32, -51216.094, -51640.152]","[-65660.89, -66171.76, -66203.21, -65730.31, -65619.625, -66116.04, -66253.21, -65816.86, -65579.88, -66031.125]","[-88068.266, -87926.086, -87928.586, -88087.15, -88101.55, -87943.81, -87908.984, -88057.984, -88114.98, -87968.46]","[-84264.53, -84269.92, -84220.59, -84228.055, -84281.43, -84289.79, -84237.555, -84231.23, -84286.08, -84303.29]","[-87362.484, -87209.0, -87217.49, -87390.266, -87401.336, -87234.945, -87204.305, -87368.945, -87427.305, -87267.734]","[-92309.4, -92189.48, -92186.17, -92324.555, -92344.84, -92215.23, -92179.35, -92309.58, -92370.62, -92243.62]","[-70798.86, -71329.06, -71323.86, -70817.55, -70743.984, -71269.766, -71382.64, -70907.04, -70700.65, -71189.7]","[-87200.39, -87198.445, -87145.766, -87152.54, -87205.266, -87205.82, -87146.44, -87144.06, -87202.625, -87216.086]"
Left,2025-10-28 18:44:25,"[-52629.305, -52381.895, -51298.06, -51453.516, -52507.8, -52523.83, -51443.254, -51288.625, -52311.484, -52595.465]","[-66276.81, -65906.94, -65561.58, -65941.16, -66284.03, -65998.6, -65575.55, -65843.97, -66266.53, -66083.65]","[-87903.42, -88030.94, -88112.74, -87998.28, -87901.41, -88004.92, -88115.12, -88039.01, -87908.9, -87976.49]","[-84256.71, -84234.54, -84266.125, -84303.445, -84261.92, -84228.46, -84250.9, -84305.15, -84271.266, -84226.83]","[-87202.83, -87342.484, -87424.76, -87295.3, -87195.83, -87310.85, -87425.336, -87336.625, -87201.17, -87279.05]","[-92181.61, -92288.27, -92361.97, -92267.42, -92182.91, -92266.03, -92358.88, -92299.625, -92185.234, -92235.59]","[-71413.96, -70998.57, -70672.73, -71087.914, -71423.62, -71092.336, -70678.54, -70988.67, -71409.78, -71177.164]","[-87166.15, -87145.41, -87183.625, -87217.516, -87174.53, -87144.04, -87175.36, -87224.24, -87186.87, -87141.586]"
Left,2025-10-28 18:44:25,"[-51564.69, -51136.902, -52118.59, -52624.902, -51731.1, -51064.996, -51878.89, -52599.22, -51890.043, -51007.64]","[-65616.97, -65762.695, -66239.59, -66159.76, -65671.59, -65683.64, -66182.04, -66217.805, -65746.805, -65625.664]","[-88116.19, -88061.25, -87909.55, -87951.74, -88094.195, -88074.68, -87930.94, -87928.164, -88082.055, -88106.195]","[-84252.42, -84303.38, -84276.07, -84232.57, -84241.65, -84293.28, -84294.28, -84240.98, -84241.516, -84296.72]","[-87425.945, -87361.21, -87202.07, -87253.43, -87406.14, -87378.6, -87225.16, -87228.51, -87394.27, -87413.96]","[-92359.016, -92319.5, -92187.516, -92218.41, -92342.88, -92334.14, -92213.125, -92203.94, -92336.42, -92364.805]","[-70699.62, -70892.0, -71382.58, -71260.06, -70758.16, -70813.055, -71332.15, -71329.78, -70825.055, -70742.4]","[-87172.38, -87223.39, -87194.85, -87145.23, -87155.29, -87206.47, -87204.836, -87152.85, -87156.0, -87213.47]"
Left,2025-10-28 18:44:25,"[-51645.316, -52554.023, -52076.367, -51045.24, -51426.355, -52438.668, -52210.3, -51105.812, -51221.793, -52288.26]","[-66119.99, -66275.2, -65847.21, -65600.96, -66049.49, -66312.26, -65952.086, -65600.16, -65969.63, -66324.06]","[-87958.38, -87920.766, -88070.164, -88133.266, -88002.59, -87929.69, -88062.23, -88155.15, -88039.25, -87940.305]","[-84308.19, -84254.66, -84243.75, -84294.484, -84326.27, -84273.23, -84255.93, -84300.79, -84338.48, -84299.25]","[-87252.07, -87215.91, -87376.234, -87436.96, -87292.7, -87219.34, -87363.875, -87458.195, -87329.12, -87227.44]","[-92237.805, -92197.17, -92318.56, -92378.46, -92270.91, -92201.15, -92312.26, -92399.79, -92306.11, -92215.97]","[-71263.71, -71384.52, -70914.734, -70701.766, -71189.32, -71433.984, -71029.84, -70694.14, -71110.64, -71464.14]","[-87221.38, -87168.586, -87160.18, -87212.57, -87238.88, -87187.72, -87167.11, -87213.195, -87250.7, -87209.49]"
Left,2025-10-28 18:44:25,"[-52324.81, -51237.777, -51063.59, -52108.375, -52396.98, -51357.426, -50928.16, -51908.484, -52436.5, -51557.496]","[-66049.67, -65619.38, -65878.125, -66309.89, -66135.836, -65660.82, -65796.9, -66280.41, -66214.3, -65724.66]","[-88042.27, -88158.21, -88074.86, -87941.62, -88018.47, -88151.1, -88089.81, -87950.43, -87990.26, -88136.39]","[-84267.44, -84292.05, -84340.734, -84309.71, -84272.875, -84287.734, -84333.29, -84322.42, -84277.86, -84281.32]","[-87341.61, -87461.75, -87365.28, -87226.945, -87314.5, -87456.2, -87385.734, -87238.836, -87286.71, -87442.17]","[-92297.86, -92399.164, -92334.79, -92220.64, -92280.63, -92397.22, -92352.625, -92234.01, -92259.33, -92382.195]","[-71140.305, -70719.984, -71025.125, -71455.914, -71228.484, -70748.77, -70936.1, -71429.89, -71314.02, -70810.016]","[-87177.5, -87206.09, -87252.41, -87217.42, -87177.5, -87198.72, -87244.24, -87224.11, -87179.09, -87190.266]"
Left,2025-10-28 18:44:25,"[-50876.793, -51701.395, -52442.535, -51720.863, -50835.957, -51490.395, -52404.203, -51934.367, -50883.3, -51259.188]","[-65727.23, -66231.016, -66278.29, -65800.79, -65668.71, -66162.664, -66325.13, -65898.22, -65639.23, -66083.94]","[-88122.555, -87972.016, -87971.73, -88127.25, -88143.86, -87993.68, -87961.31, -88109.33, -88175.195, -88034.36]","[-84336.26, -84334.56, -84285.164, -84287.336, -84333.16, -84342.27, -84295.266, -84286.84, -84338.18, -84361.25]","[-87421.805, -87262.64, -87267.78, -87435.51, -87448.3, -87285.82, -87256.78, -87417.25, -87481.64, -87327.62]","[-92379.05, -92253.49, -92243.37, -92374.59, -92394.53, -92266.68, -92234.38, -92359.89, -92422.05, -92302.67]","[-70857.82, -71380.79, -71385.86, -70878.9, -70792.69, -71317.69, -71449.516, -70983.64, -70753.53, -71234.67]","[-87246.19, -87239.375, -87181.95, -87185.37, -87238.836, -87245.81, -87197.11, -87191.41, -87247.305, -87267.6]"
Left,2025-10-28 18:44:25,"[-52297.605, -52089.535, -50988.574, -51083.06, -52147.336, -52217.406, -51142.58, -50944.586, -51998.63, -52314.57]","[-66354.1, -65997.305, -65636.234, -65996.945, -66362.98, -66097.46, -65661.266, -65913.375, -66352.31, -66186.195]","[-87956.22, -88085.86, -88178.52, -88066.37, -87962.516, -88058.81, -88175.89, -88097.12, -87966.25, -88043.3]","[-84313.87, -84294.59, -84328.86, -84370.77, -84336.62, -84298.664, -84319.34, -84373.08, -84344.84, -84308.81]","[-87249.19, -87391.25, -87487.03, -87363.2, -87256.96, -87364.52, -87487.27, -87397.375, -87261.12, -87347.33]","[-92234.49, -92346.39, -92427.75, -92338.97, -92247.98, -92323.92, -92426.85, -92367.89, -92252.96, -92311.586]","[-71486.4, -71081.54, -70737.51, -71142.09, -71501.22, -71188.61, -70762.02, -71063.664, -71508.08, -71293.62]","[-87214.695, -87194.695, -87235.59, -87274.375, -87232.76, -87199.61, -87229.65, -87281.46, -87249.37, -87211.45]"
Left,2025-10-28 18:44:25,"[-51305.5, -50852.254, -51799.273, -52362.87, -51509.215, -50797.156, -51592.43, -52355.14, -51690.688, -50788.684]","[-65715.625, -65842.56, -66319.125, -66259.65, -65770.32, -65763.664, -66271.89, -66330.14, -65860.266, -65714.06]","[-88181.3, -88131.25, -87987.914, -88011.02, -88161.13, -88163.04, -88018.734, -88006.28, -88152.82, -88182.04]","[-84328.51, -84378.53, -84360.96, -84307.695, -84315.164, -84377.945, -84384.23, -84326.805, -84317.086, -84368.9]","[-87493.83, -87433.43, -87280.97, -87313.805, -87475.695, -87469.414, -87313.29, -87305.49, -87463.2, -87487.09]","[-92432.555, -92395.875, -92272.695, -92287.914, -92417.49, -92427.64, -92308.34, -92285.8, -92408.7, -92440.914]","[-70812.3, -70979.77, -71467.06, -71370.55, -70859.97, -70890.08, -71420.125, -71443.64, -70938.11, -70828.79]","[-87236.195, -87282.984, -87259.83, -87206.23, -87217.02, -87281.87, -87283.56, -87223.97, -87216.59, -87271.13]"
Left,2025-10-28 18:44:25,"[-51397.457, -52303.105, -51855.2, -50818.01, -51188.56, -52205.293, -52022.164, -50926.01, -50978.676, -52026.344]","[-66201.42, -66365.95, -65940.664, -65673.984, -66115.88, -66391.41, -66043.125, -65674.99, -66024.69, -66396.86]","[-88036.66, -88000.94, -88140.664, -88196.38, -88060.22, -87989.27, -88116.14, -88211.9, -88110.71, -88002.55]","[-84385.79, -84337.47, -84315.54, -84356.13, -84385.55, -84344.22, -84321.8, -84356.984, -84405.484, -84366.52]","[-87329.07, -87296.68, -87447.53, -87503.66, -87353.91, -87282.04, -87420.69, -87519.04, -87406.36, -87294.58]","[-92320.51, -92283.13, -92396.1, -92449.41, -92339.64, -92275.734, -92378.11, -92462.95, -92382.98, -92285.08]","[-71348.42, -71492.48, -71028.52, -70790.59, -71272.23, -71533.12, -71139.27, -70790.234, -71183.06, -71549.586]","[-87280.88, -87231.305, -87216.98, -87261.34, -87284.37, -87235.77, -87213.31, -87253.48, -87298.25, -87257.88]"
Left,2025-10-28 18:44:25,"[-52127.688, -51024.203, -50825.387, -51857.12, -52202.812, -51190.08, -50704.598, -51656.668, -52237.3, -51372.87]","[-66140.484, -65701.57, -65942.85, -66382.96, -66225.49, -65746.13, -65863.305, -66351.445, -66300.75, -65812.99]","[-88095.29, -88223.92, -88141.78, -88016.48, -88080.31, -88223.945, -88175.62, -88026.516, -88056.84, -88212.86]","[-84328.44, -84361.2, -84406.67, -84383.625, -84342.48, -84363.84, -84416.99, -84400.61, -84348.71, -84361.336]","[-87398.02, -87533.32, -87439.734, -87307.73, -87382.71, -87535.266, -87478.72, -87320.69, -87360.79, -87527.914]","[-92355.87, -92472.41, -92407.74, -92296.03, -92344.984, -92473.95, -92439.75, -92309.53, -92327.77, -92464.18]","[-71244.305, -70805.945, -71098.8, -71544.6, -71341.83, -70858.47, -71023.49, -71524.8, -71433.984, -70922.195]","[-87221.11, -87257.21, -87303.21, -87277.055, -87232.805, -87258.55, -87312.305, -87290.54, -87238.01, -87251.51]"
Left,2025-10-28 18:44:25,"[-50629.137, -51412.746, -52173.35, -51520.258, -50601.51, -51181.18, -52110.5, -51702.58, -50659.51, -50981.96]","[-65790.51, -66290.516, -66357.44, -65898.664, -65738.54, -66218.02, -66401.266, -65990.266, -65713.39, -66141.92]","[-88207.875, -88055.125, -88047.08, -88191.78, -88219.586, -88073.36, -88025.84, -88163.26, -88233.87, -88099.94]","[-84419.12, -84418.09, -84367.016, -84361.36, -84408.63, -84423.52, -84374.664, -84359.35, -84404.7, -84433.266]","[-87516.6, -87354.69, -87351.84, -87509.78, -87534.1, -87375.36, -87331.71, -87482.266, -87553.93, -87407.1]","[-92466.93, -92338.52, -92324.414, -92449.34, -92481.08, -92357.56, -92312.5, -92429.336, -92495.586, -92384.23]","[-70939.38, -71465.48, -71495.38, -71000.695, -70884.086, -71397.086, -71547.87, -71093.14, -70846.49, -71315.41]","[-87308.17, -87304.15, -87251.76, -87251.15, -87300.414, -87309.086, -87255.53, -87243.84, -87299.25, -87324.664]"
Left,2025-10-28 18:44:25,"[-52011.66, -51837.85, -50736.137, -50761.324, -51821.113, -51941.34, -50854.49, -50622.61, -51656.535, -52023.773]","[-66426.945, -66079.375, -65704.16, -66043.055, -66418.03, -66173.125, -65734.38, -65966.08, -66409.94, -66256.805]","[-88016.86, -88135.19, -88234.72, -88133.35, -88022.195, -88117.1, -88249.875, -88165.25, -88031.5, -88093.09]","[-84385.44, -84357.875, -84394.33, -84439.125, -84395.625, -84363.06, -84397.86, -84442.14, -84413.53, -84369.25]","[-87325.23, -87454.64, -87555.9, -87441.01, -87326.57, -87432.96, -87571.63, -87475.36, -87334.57, -87404.89]","[-92310.56, -92407.23, -92497.086, -92411.99, -92307.02, -92383.695, -92503.7, -92437.875, -92320.84, -92367.76]","[-71579.805, -71183.87, -70824.23, -71205.64, -71578.29, -71284.27, -70841.44, -71120.88, -71569.64, -71369.836]","[-87269.77, -87240.555, -87282.984, -87325.67, -87280.99, -87244.734, -87280.34, -87323.8, -87291.63, -87243.46]"
Left,2025-10-28 18:44:25,"[-51003.977, -50492.08, -51445.6, -52025.92, -51179.15, -50433.223, -51206.977, -51997.332, -51360.957, -50431.684]","[-65772.18, -65874.15, -66360.945, -66317.2, -65829.53, -65794.86, -66299.72, -66381.93, -65923.52, -65756.64]","[-88241.086, -88189.164, -88037.51, -88068.31, -88218.625, -88211.945, -88063.08, -88053.24, -88202.53, -88231.73]","[-84389.57, -84437.625, -84419.74, -84371.89, -84378.22, -84428.4, -84431.3, -84384.85, -84382.17, -84429.086]","[-87561.375, -87499.164, -87338.91, -87377.016, -87537.164, -87524.76, -87364.41, -87358.484, -87521.01, -87547.65]","[-92497.484, -92460.2, -92331.62, -92350.055, -92478.42, -92479.09, -92352.65, -92341.09, -92470.305, -92503.63]","[-70873.6, -71022.984, -71525.18, -71437.05, -70931.56, -70942.54, -71469.5, -71514.766, -71022.266, -70886.414]","[-87268.81, -87319.28, -87295.97, -87243.62, -87252.09, -87306.79, -87305.96, -87254.55, -87252.43, -87302.12]"
Left,2025-10-28 18:44:25,"[-51006.95, -51948.605, -51551.414, -50494.066, -50806.207, -51832.445, -51686.4, -50583.203, -50594.426, -51669.05]","[-66240.336, -66429.875, -66022.516, -65740.99, -66161.9, -66452.72, -66122.07, -65745.016, -66079.266, -66461.44]","[-88086.484, -88044.35, -88184.92, -88258.19, -88125.75, -88048.305, -88173.63, -88273.586, -88172.54, -88056.33]","[-84446.3, -84403.16, -84385.26, -84433.58, -84460.85, -84418.67, -84398.13, -84433.58, -84480.61, -84437.445]","[-87389.22, -87349.586, -87501.31, -87574.76, -87429.83, -87351.555, -87489.914, -87594.3, -87480.64, -87358.87]","[-92381.99, -92339.8, -92454.82, -92529.16, -92418.85, -92344.58, -92447.93, -92540.49, -92461.48, -92352.31]","[-71400.68, -71566.125, -71114.47, -70857.96, -71320.484, -71595.12, -71215.586, -70851.92, -71234.18, -71620.98]","[-87315.055, -87264.07, -87248.56, -87305.16, -87329.336, -87281.15, -87259.84, -87303.5, -87343.82, -87300.68]"
Left,2025-10-28 18:44:25,"[-51826.676, -50764.14, -50499.094, -51507.227, -51875.85, -50890.543, -50367.645, -51299.29, -51915.75, -51086.61]","[-66222.27, -65778.97, -65998.95, -66443.0, -66303.03, -65822.78, -65910.984, -66400.82, -66376.43, -65893.14]","[-88146.586, -88276.0, -88203.31, -88068.87, -88125.28, -88264.96, -88224.44, -88072.49, -88097.73, -88254.09]","[-84399.61, -84429.71, -84479.47, -84454.79, -84413.375, -84428.016, -84476.32, -84460.65, -84417.06, -84425.375]","[-87460.41, -87597.31, -87513.18, -87373.33, -87440.516, -87588.98, -87539.78, -87380.1, -87414.12, -87583.32]","[-92423.68, -92541.23, -92484.55, -92369.52, -92414.05, -92536.87, -92509.086, -92378.44, -92397.44, -92532.24]","[-71333.914, -70887.414, -71145.2, -71593.06, -71407.37, -70917.59, -71058.56, -71566.69, -71498.47, -70993.86]","[-87263.47, -87301.375, -87350.88, -87316.8, -87270.71, -87292.81, -87347.11, -87325.94, -87273.55, -87287.02]"
Left,2025-10-28 18:44:25,"[-50311.297, -51045.664, -51878.375, -51282.03, -50330.676, -50864.5, -51830.5, -51474.816, -50406.87, -50665.125]","[-65840.17, -66334.3, -66426.91, -65975.195, -65796.96, -66271.2, -66472.45, -66077.39, -65783.195, -66198.734]","[-88253.43, -88101.26, -88073.63, -88227.48, -88264.18, -88119.49, -88067.46, -88208.01, -88292.52, -88175.11]","[-84475.336, -84480.92, -84423.3, -84421.805, -84473.12, -84489.98, -84439.95, -84428.555, -84480.97, -84518.96]","[-87576.34, -87412.17, -87388.37, -87555.336, -87590.66, -87433.85, -87383.945, -87539.58, -87625.99, -87496.06]","[-92537.81, -92411.25, -92381.08, -92513.24, -92554.93, -92435.57, -92382.98, -92501.89, -92582.29, -92483.72]","[-70985.164, -71507.61, -71569.08, -71081.14, -70936.48, -71447.04, -71627.46, -71188.63, -70923.85, -71384.56]","[-87339.76, -87337.74, -87279.92, -87279.31, -87334.03, -87347.24, -87293.22, -87282.04, -87340.07, -87378.49]"
Left,2025-10-28 18:44:25,"[-51700.188, -51597.93, -50499.633, -50478.508, -51531.344, -51686.375, -50615.324, -50330.25, -51354.785, -51759.957]","[-66500.266, -66173.48, -65782.68, -66098.84, -66482.625, -66250.055, -65799.31, -66004.19, -66453.62, -66323.95]","[-88083.93, -88197.91, -88299.23, -88196.766, -88076.05, -88167.1, -88294.664, -88219.19, -88083.33, -88144.375]","[-84468.16, -84440.195, -84470.98, -84510.18, -84469.39, -84434.99, -84459.15, -84503.14, -84472.516, -84433.555]","[-87402.945, -87529.03, -87634.87, -87519.734, -87394.67, -87496.15, -87630.234, -87543.16, -87398.805, -87468.164]","[-92399.5, -92495.34, -92585.375, -92501.89, -92393.22, -92466.195, -92576.63, -92514.63, -92392.766, -92440.375]","[-71675.38, -71302.78, -70927.31, -71286.87, -71664.7, -71378.87, -70934.85, -71194.28, -71653.3, -71477.73]","[-87326.01, -87297.82, -87335.4, -87371.94, -87323.68, -87285.84, -87314.14, -87358.64, -87325.13, -87282.71]"
Left,2025-10-28 18:44:25,"[-50779.273, -50237.38, -51160.797, -51777.19, -50979.59, -50191.02, -50925.32, -51744.938, -51148.08, -50183.555]","[-65840.86, -65922.05, -66414.52, -66397.0, -65921.086, -65866.21, -66368.97, -66472.1, -66025.35, -65836.7]","[-88290.33, -88243.28, -88101.62, -88131.9, -88287.695, -88298.31, -88153.18, -88136.21, -88283.47, -88323.66]","[-84453.3, -84499.2, -84488.99, -84447.55, -84454.1, -84514.02, -84527.28, -84480.85, -84476.01, -84525.94]","[-87623.98, -87569.53, -87415.73, -87449.91, -87615.375, -87620.516, -87462.47, -87447.89, -87607.57, -87644.945]","[-92569.836, -92536.2, -92413.17, -92430.92, -92562.734, -92580.27, -92460.78, -92440.086, -92566.664, -92608.555]","[-70981.74, -71104.63, -71609.6, -71550.484, -71050.27, -71037.016, -71566.04, -71632.02, -71144.84, -70992.74]","[-87306.61, -87353.03, -87335.87, -87290.984, -87304.375, -87365.305, -87370.64, -87319.7, -87313.6, -87365.1]"
Left,2025-10-28 18:44:25,"[-50722.3, -51683.133, -51337.645, -50285.77, -50554.082, -51601.82, -51555.527, -50469.055, -50460.94, -51535.39]","[-66311.5, -66516.02, -66122.79, -65821.77, -66233.41, -66537.945, -66222.766, -65830.96, -66143.375, -66533.5]","[-88174.66, -88126.54, -88258.73, -88332.06, -88208.45, -88114.33, -88227.766, -88339.28, -88237.4, -88124.01]","[-84543.95, -84498.516, -84480.25, -84523.1, -84561.27, -84509.58, -84476.49, -84516.93, -84558.73, -84521.6]","[-87485.086, -87441.01, -87587.66, -87663.66, -87527.8, -87430.62, -87554.086, -87668.73, -87552.21, -87431.664]","[-92483.74, -92438.7, -92548.76, -92616.734, -92516.016, -92425.83, -92516.46, -92619.125, -92537.07, -92430.52]","[-71502.94, -71687.945, -71251.53, -70978.03, -71428.24, -71724.086, -71360.41, -70982.86, -71343.664, -71729.9]","[-87378.18, -87329.0, -87313.086, -87364.54, -87395.74, -87345.945, -87319.68, -87368.45, -87411.33, -87374.29]"
Left,2025-10-28 18:44:25,"[-51714.473, -50655.69, -50340.688, -51314.977, -51753.766, -50813.137, -50251.504, -51136.188, -51770.418, -51000.38]","[-66310.92, -65859.305, -66052.29, -66504.016, -66389.484, -65904.766, -65965.07, -66452.07, -66440.02, -65962.03]","[-88222.695, -88350.81, -88286.17, -88149.65, -88193.52, -88331.7, -88295.695, -88148.71, -88157.38, -88304.91]","[-84492.79, -84516.195, -84567.58, -84543.17, -84493.51, -84505.28, -84556.6, -84549.3, -84495.38, -84494.24]","[-87539.31, -87672.26, -87595.86, -87450.75, -87503.97, -87653.51, -87608.984, -87454.086, -87470.734, -87628.94]","[-92509.42, -92621.09, -92573.46, -92454.95, -92485.59, -92608.84, -92586.54, -92462.75, -92463.195, -92588.164]","[-71453.055, -71001.01, -71241.29, -71699.45, -71538.164, -71041.805, -71147.77, -71648.336, -71592.21, -71086.414]","[-87347.11, -87380.57, -87432.805, -87407.99, -87358.28, -87374.664, -87424.18, -87409.11, -87356.25, -87363.13]"
Left,2025-10-28 18:44:25,"[-50184.94, -50910.12, -51767.58, -51191.46, -50215.52, -50708.105, -51658.434, -51336.145, -50291.336, -50550.414]","[-65888.83, -66386.72, -66492.17, -66045.31, -65848.555, -66315.59, -66526.164, -66138.86, -65832.46, -66233.2]","[-88320.62, -88165.83, -88144.016, -88303.336, -88352.65, -88215.875, -88159.28, -88288.38, -88361.2, -88238.74]","[-84554.016, -84555.53, -84495.43, -84493.95, -84543.64, -84564.56, -84510.09, -84488.836, -84526.79, -84559.94]","[-87638.95, -87472.26, -87452.56, -87622.55, -87667.32, -87516.49, -87456.43, -87594.99, -87667.63, -87529.79]","[-92609.67, -92475.56, -92443.46, -92579.945, -92628.94, -92513.6, -92451.04, -92558.44, -92626.91, -92525.47]","[-71051.5, -71576.57, -71654.46, -71174.52, -71013.414, -71513.625, -71705.0, -71278.06, -70995.31, -71434.945]","[-87423.08, -87420.47, -87362.51, -87367.47, -87427.62, -87445.164, -87391.3, -87374.086, -87416.805, -87446.35]"
